,tweet_id,user_id,Impoliteness,Intolerance,label_conf
93,1491781894580621316,746374333552005121,1.0,0.0,1.0
94,1.472013049313706e+18,1319845183953891328,1.0,0.0,
95,1493277857669332996,1450869322344243208,0.0,1.0,1.0
96,1.4885612842410555e+18,26583978,0.0,0.0,1.0
97,1489462659846008834,1487344711970930688,0.0,1.0,1.0
98,1343269879223300097,34297887,0.0,0.0,1.0
99,1.4577071726079754e+18,1335007680440590336,0.0,0.0,1.0
100,1495003239196106753,308927541,0.0,0.0,
101,1.494048028470268e+18,923741714,0.0,0.0,1.0
102,1495796798140854272,1448437875813482499,0.0,1.0,0.666666667
103,1325288797748277248,564213639,1.0,0.0,0.666666667
104,1495103130584895490,1483442084996521985,0.0,0.0,0.666666667
105,1491819516631814145,1367921185263001601,0.0,0.0,1.0
106,1478705171437916163,1402249440564482048,0.0,0.0,1.0
107,1491757031249874944,1476406676366536704,0.0,0.0,1.0
108,1492262919341580305,894165231609544704,1.0,1.0,
109,1443567792331137027,921942661,0.0,0.0,1.0
110,1493955870186737664,1480575264631537669,0.0,0.0,0.666666667
111,1469389192396525574,37521458,0.0,0.0,0.666666667
112,1.488737984249799e+18,1484185774056562690,0.0,1.0,1.0
113,1476558079923826689,1322199004223078401,1.0,0.0,0.666666667
114,1489977653562068999,214507318,0.0,0.0,1.0
115,1489790253669957634,1336526818124451840,1.0,0.0,0.666666667
116,1495778658203713539,1468587336841768963,0.0,1.0,0.666666667
117,1495089333929488389,221269569,0.0,0.0,0.666666667
118,1493018601623801860,1486963870409363458,0.0,1.0,
119,1.491547574691586e+18,1345141193399816192,0.0,0.0,0.666666667
120,1364612331947368452,709425698654523392,0.0,1.0,0.666666667
121,1478722423243657229,1471098254087573505,0.0,0.0,1.0
122,1320504962795761667,923046126437232641,0.0,1.0,1.0
123,1495114476454133769,337333720,0.0,0.0,0.666666667
124,1.483284413026902e+18,1483200316938108936,0.0,0.0,0.666666667
125,1491550247109021696,1486403387461550082,0.0,0.0,0.666666667
126,1.492688631450022e+18,1409131130402578443,0.0,1.0,0.666666667
127,1.4947504427602452e+18,2715812547,0.0,0.0,0.666666667
128,1492926817530908673,1163466042435428352,0.0,0.0,0.666666667
129,1494877949086076942,1325495275268550656,0.0,0.0,0.75
130,1493201121007046657,771361499814047744,0.0,0.0,1.0
131,1487481141028216833,1485785475642056704,0.0,0.0,1.0
132,1495430895045599237,1486697241142308864,0.0,0.0,1.0
133,1495097202590420993,2535322557,1.0,0.0,
134,1493436314208718849,1480402649983766528,1.0,0.0,1.0
135,1494885724608339968,1486835856652451844,0.0,0.0,
136,1493992157488693248,2916937687,1.0,0.0,0.666666667
137,1429176310740525061,3408966190,1.0,0.0,0.666666667
138,1219426788289413120,1945970912,1.0,0.0,1.0
139,1123747027593068546,1965050353,0.0,0.0,1.0
140,1.494780015510278e+18,1330339774884958214,1.0,0.0,1.0
141,1.4955885201568727e+18,2244694633,0.0,0.0,1.0
142,1459327152982269957,2509019281,1.0,0.0,0.666666667
143,1.4900355197991076e+18,817772438184456199,1.0,0.0,0.666666667
144,1.491919289997271e+18,1266817393772449798,0.0,0.0,0.666666667
145,1495491979429486597,552084549,1.0,0.0,0.666666667
146,1447104433054121985,849977358119354368,0.0,0.0,0.75
147,1488500631547658244,1483284351026700293,0.0,0.0,1.0
148,1481660757880233989,1307327983439548418,0.0,1.0,0.666666667
149,1359706942013325318,485807407,1.0,0.0,1.0
150,1495517949070753792,1483236401978044417,0.0,0.0,1.0
151,1493644061982527488,1439319960959033344,1.0,0.0,1.0
152,1495031833913970689,816057008,0.0,0.0,0.666666667
153,614454161430548480,49224931,0.0,0.0,1.0
154,1462121677316399108,1097236939386880000,0.0,0.0,1.0
155,1.338128802686378e+18,243846085,1.0,0.0,1.0
156,1489097666457964547,552084549,0.0,0.0,0.666666667
157,1.4946842462203576e+18,1483086361389412353,1.0,0.0,1.0
158,1479194518092193792,1389199507422912516,1.0,0.0,0.75
159,1.489681768798167e+18,860528001099988992,1.0,0.0,0.666666667
160,1489611268759695364,1487070845344354312,0.0,0.0,0.666666667
161,1.4953811264157942e+18,1486340198036295686,0.0,1.0,0.666666667
162,1494651816268771340,1425946722828685315,1.0,0.0,0.666666667
163,1494184483670478854,1395100225212059648,0.0,0.0,1.0
164,1441930770138947586,1352463849883131904,0.0,0.0,1.0
165,1491880295812976648,1166276426573783040,0.0,1.0,0.666666667
166,1492726370820055043,1482061686077075464,0.0,0.0,1.0
167,1492289020549898240,1425842277885304832,0.0,0.0,
168,1431496022245744641,1186396344132526086,0.0,0.0,
169,1474886493911007237,78194877,0.0,0.0,1.0
170,1296576378691878913,24082975,0.0,0.0,0.666666667
171,1348820395005153281,709425698654523392,0.0,0.0,0.666666667
172,1494880700373213186,1486835856652451844,1.0,0.0,0.75
173,1352108894957547521,3592503441,1.0,0.0,0.666666667
174,1492981519295594496,1487643307714957313,0.0,0.0,1.0
175,1487649025348313089,1455262126361227267,0.0,0.0,0.666666667
176,1494883336581525504,1486748267539054595,1.0,0.0,0.666666667
177,1494797067696357379,1484986862754217989,0.0,0.0,
178,1494820189992636420,1479631508872773643,0.0,0.0,1.0
179,1432155023249604612,1285031876,0.0,1.0,0.666666667
180,1337230110643073026,44044088,0.0,0.0,0.666666667
181,1493191114211405825,1440853432991039488,1.0,0.0,0.6
182,1489966261509537803,1487479305013710859,1.0,0.0,0.666666667
183,958325477231403008,414246918,0.0,0.0,1.0
184,1082148807729647616,576028686,0.0,0.0,0.666666667
185,1.487799926029488e+18,1311369087323459585,0.0,1.0,0.666666667
186,1494301036198064130,23409845,0.0,0.0,1.0
187,1481266123719032835,1371262429,0.0,0.0,0.666666667
188,1.4236122413462405e+18,1395054300624297984,0.0,0.0,1.0
189,1461778500109672458,205961945,0.0,0.0,1.0
190,1.494029675320025e+18,1479802853086613506,0.0,0.0,1.0
191,1494117426937536515,1314286372232941568,1.0,0.0,0.666666667
192,1494082744732856327,1245053948614057990,0.0,0.0,0.666666667
193,1486409395995086852,1484263567167823873,0.0,1.0,1.0
194,1483162003061735427,1477169636407873536,0.0,1.0,0.666666667
195,1483522309155856384,1477169636407873536,1.0,1.0,0.666666667
196,1480371958407516161,1251961995818971141,1.0,0.0,1.0
197,1495486746477629440,344247978,0.0,0.0,1.0
198,1487297122944884737,1354413832635117569,0.0,0.0,0.666666667
199,1.493731666207994e+18,1466601077562875912,0.0,0.0,0.666666667
200,1.4921751889638728e+18,1473291811892387841,1.0,0.0,0.75
201,1.4942876099835535e+18,1475671159995838465,1.0,0.0,0.666666667
202,403735256924430336,1526403768,0.0,0.0,0.666666667
203,1483459977138348039,1465720733858942980,0.0,1.0,0.666666667
204,1494809789171478532,797815480056774656,0.0,0.0,0.666666667
205,1492802470116052992,1449093983473385474,0.0,0.0,0.666666667
206,1494818273757569028,1485728453349490690,0.0,1.0,0.666666667
207,1482739154928738306,1478451150336757761,0.0,1.0,
208,1483258426746720256,831954076078374914,0.0,0.0,1.0
209,1488238351404601345,830195152073297921,0.0,0.0,0.666666667
210,1495538906237915137,193744364,0.0,0.0,1.0
211,1487893385692463104,1461476089713278981,1.0,0.0,1.0
212,1492213612999499779,61206610,0.0,0.0,1.0
213,1495099925620834309,193744364,0.0,1.0,0.666666667
214,1495220572678242305,1245053948614057990,0.0,1.0,0.666666667
215,1473758680818622468,1473738771082395655,0.0,0.0,0.666666667
216,1483989183240749056,1459332323858690050,0.0,0.0,1.0
217,1.4942033284940268e+18,1452041802513534976,0.0,0.0,1.0
218,1437812887381323776,196924949,0.0,0.0,0.666666667
219,1492226940090175492,990994414603468801,0.0,0.0,1.0
220,1493724547446628353,1391670709093642240,0.0,0.0,
221,1492063509974331394,1487479305013710859,0.0,0.0,0.666666667
222,1.4936593727818138e+18,1345141193399816192,1.0,0.0,1.0
223,1461529377993375753,2802824965,1.0,0.0,1.0
224,1.487438282359255e+18,1478100070742564869,0.0,0.0,0.6
225,1484844392326311944,1437713491109031940,1.0,1.0,0.666666667
226,1.4620558805019648e+18,1079104563280527364,0.0,0.0,0.666666667
227,1492967627332866050,1433907772807004162,0.0,0.0,0.666666667
228,1488573902259429376,1487190838887211008,0.0,1.0,0.666666667
229,1438937343050887170,1136709465082945538,0.0,0.0,0.666666667
230,1.495614188458238e+18,1190439097699119105,0.0,0.0,
231,1440882254276751361,1431380419,1.0,1.0,
232,435734113690349568,346872872,0.0,1.0,1.0
233,1484226639391178753,26090141,0.0,0.0,0.666666667
234,1489245896290275328,2355157769,1.0,1.0,0.666666667
235,1493958098280542211,1443244032503681025,0.0,0.0,
236,1490289129661386757,1487479305013710859,0.0,1.0,0.666666667
237,1418600630080339969,118557134,1.0,0.0,0.666666667
238,1401646459750080523,1219427282974015488,0.0,0.0,0.666666667
239,1488311052840415232,1487112931116560386,0.0,0.0,0.666666667
240,1.4938037578297016e+18,1247684359466844161,0.0,0.0,1.0
241,1470550724383809540,51036478,1.0,0.0,1.0
242,1494920918119993346,1487244749589336064,1.0,0.0,0.666666667
243,1492713835525984259,1444816334919962625,0.0,0.0,1.0
244,1.43965981289207e+18,454273227,0.0,0.0,0.75
245,1492264254728196102,894165231609544704,0.0,0.0,0.666666667
246,1494316685079330819,1479344486832562176,0.0,0.0,1.0
247,1461014441298857985,26090141,0.0,1.0,0.666666667
248,1483796982934159362,1480717140445573122,0.0,0.0,0.666666667
249,1451522857335463940,1350431441822347265,0.0,1.0,0.666666667
250,1485934704801075202,1485527812417245190,0.0,0.0,1.0
251,1487947539215179776,1449084021259055118,0.0,0.0,1.0
252,1.494764055105622e+18,1330339774884958214,0.0,0.0,0.75
253,1.4488296174485668e+18,257700012,0.0,0.0,
254,1489937292789747715,1245776999496527875,0.0,0.0,1.0
255,1442981191376793602,1441210980302688258,1.0,0.0,
256,1.4917803375585116e+18,1479067792926257156,0.0,1.0,
257,1495443291634114563,798622411977420800,1.0,0.0,1.0
258,1059646077916381184,98750621,1.0,0.0,0.75
259,1495599571300663296,1463012169818140672,1.0,0.0,1.0
260,1494010409396887554,1487105717744156676,1.0,0.0,
261,1.4867231698512978e+18,29501253,0.0,0.0,0.666666667
262,1468462737814609924,1448493045494779906,1.0,1.0,
263,1.4426321072353485e+18,310478100,0.0,0.0,0.666666667
264,1.470850845411459e+18,47798512,0.0,0.0,1.0
265,1488268417580871689,823073672357441536,1.0,0.0,0.666666667
266,1.4915413806567752e+18,1484185774056562690,0.0,0.0,
267,1485678819474395142,1485449873642205193,0.0,0.0,1.0
268,1495664963968540672,1457970820484059138,1.0,0.0,
269,1024603074952720384,744230196492926978,0.0,0.0,1.0
270,1495168883354910726,77820959,0.0,0.0,0.666666667
271,1494806379802025990,632232397,1.0,0.0,1.0
272,1489199715904282624,1484483537420144640,0.0,0.0,0.666666667
273,1493267621738860545,1208136153683124224,1.0,0.0,1.0
274,1490187981889622017,1345141193399816192,0.0,0.0,0.666666667
275,1489043710570643458,1283777342553427969,0.0,0.0,0.666666667
276,1492141460367544322,161777573,0.0,0.0,0.666666667
277,1487179792218742794,259711397,1.0,0.0,1.0
278,1495280286992535555,1382437167205552129,0.0,0.0,0.666666667
279,1493653717874352133,1486294991194501121,0.0,0.0,1.0
280,1494475568007495680,1484185774056562690,0.0,0.0,0.6
281,1494057087013466119,1264162703280652288,0.0,0.0,0.666666667
282,1493414366166888450,311599942,0.0,0.0,0.666666667
283,1403131377772425217,24082975,0.0,0.0,1.0
284,1494388794530873348,1478386966727118866,1.0,0.0,0.666666667
285,1495221914121523200,2409821744,1.0,0.0,0.75
286,1491857912238682116,1476406676366536704,0.0,0.0,1.0
287,1490837974212390913,1085590193825083399,0.0,0.0,
288,1486760700164771842,1484184725564510216,0.0,0.0,0.75
289,1495198910091960323,1483236401978044417,0.0,0.0,0.666666667
290,1.4940320135395615e+18,81664859,0.0,0.0,1.0
291,1471176412178567168,1462801977335812096,1.0,0.0,0.666666667
292,1.49511116491255e+18,1487631199686193152,0.0,0.0,1.0
293,1493613430435201034,1458186711939305482,1.0,0.0,0.666666667
294,1491264096020303872,1486552674204098562,0.0,1.0,
295,1494655103680212996,1487608451702267904,0.0,0.0,0.666666667
296,1.4316337726470922e+18,1409994990298624004,0.0,1.0,0.666666667
297,1469504227139538944,1418022739349176325,1.0,0.0,1.0
298,1489598684602023938,1487329481341739013,0.0,0.0,0.666666667
299,1490699531050270722,1452697579326689292,0.0,0.0,1.0
300,1495139551051984908,791617266353790977,0.0,0.0,1.0
301,1494100063680880640,1450988096045023234,1.0,0.0,0.666666667
302,1491287339829968896,1445497244325580803,0.0,0.0,0.666666667
303,1.426892956406063e+18,1416914928603213824,0.0,0.0,1.0
304,1326377298334003200,23899683,1.0,0.0,0.6
305,1.4850813912641083e+18,1468760915709468680,0.0,0.0,0.666666667
306,1470871297248870404,1462801977335812096,0.0,0.0,0.75
307,1488544764924510211,978363828344934403,0.0,0.0,0.666666667
308,1461452654064848898,46999181,1.0,0.0,0.666666667
309,1490894614731300864,1459703475248508937,0.0,0.0,
310,1492160647584493569,526662172,0.0,0.0,0.666666667
311,1.447062890108932e+18,1293359203466321922,1.0,0.0,1.0
312,1495404449187209220,1388231987492687877,0.0,0.0,1.0
313,1495744010379481091,1485553777189040132,0.0,0.0,1.0
314,1494047515947278337,1487220552569966594,0.0,0.0,0.666666667
315,1.485827397974999e+18,1483285008680894467,1.0,0.0,1.0
316,1476572096247570433,295693554,0.0,0.0,0.666666667
317,1431433991975022596,120369140,1.0,1.0,
318,1494157947148005379,65685592,0.0,0.0,1.0
319,1.493700232437248e+18,1054484741980934145,0.0,0.0,0.75
320,1482488514331688963,1400622284705079299,0.0,1.0,0.666666667
321,1495391862131200001,1487078351923826700,0.0,0.0,0.666666667
322,1475266432762093571,1465807668040409092,1.0,0.0,
323,1493972810238152714,439199075,0.0,1.0,0.666666667
324,1365293617976336390,921942661,0.0,0.0,1.0
325,1493951503010353152,1487172188658712577,0.0,0.0,0.666666667
326,1.483858910524035e+18,1483043389108940801,0.0,1.0,
327,1.4950092413833298e+18,1475564288660152322,0.0,1.0,0.666666667
328,1406037426909368321,4329010814,0.0,0.0,0.666666667
329,1495762937897795584,2172736141,0.0,0.0,1.0
330,1479728815563808769,1451830592690180103,1.0,0.0,1.0
331,1495723770027417603,1474201600973492232,0.0,1.0,0.666666667
332,1.48488219635576e+18,1470854160430030850,0.0,0.0,1.0
333,1495116708574425089,1314286372232941568,0.0,0.0,0.75
334,1490335399583043585,1484363575036551173,0.0,0.0,1.0
335,1481644813128638469,963931525,0.0,0.0,1.0
336,1487057030036791296,1481715270184054784,1.0,0.0,0.666666667
337,1480854046160396290,76601805,0.0,0.0,0.666666667
338,1492833514005438469,1474722518661537793,0.0,0.0,
339,1494861249946865667,20335313,0.0,0.0,1.0
340,1477919436321480704,1451830592690180103,0.0,0.0,0.666666667
341,1494494896027316255,1483971141777690624,1.0,0.0,1.0
342,1492900116486832128,802642211003170816,0.0,1.0,0.666666667
343,1.4850856335425083e+18,1468760915709468680,1.0,0.0,0.666666667
344,1.4952022528727327e+18,715538507767422976,1.0,0.0,0.666666667
345,1495773062792364043,84877020,0.0,0.0,1.0
346,1491829291495002112,3282680677,0.0,0.0,0.666666667
347,1494048263447662601,1485178253379788800,0.0,1.0,
348,1.4915180150278308e+18,2535322557,1.0,0.0,
349,1415351267443027968,1360244779414659072,0.0,0.0,1.0
350,1468352841895059460,1407155422579118082,0.0,0.0,1.0
351,1494746500240392196,329393228,1.0,0.0,0.666666667
352,1482846052315283456,1099908752839327744,0.0,0.0,0.666666667
353,1495373795347116034,989226900542418944,1.0,0.0,1.0
354,1495714732929695745,1046385942,1.0,0.0,0.666666667
355,1495094535470338053,806670581802430465,1.0,0.0,0.75
356,1455574402721062918,205961945,0.0,0.0,1.0
357,1.469431860715524e+18,1343646545955213312,1.0,0.0,0.666666667
358,1479755761727283201,803634538555404288,1.0,0.0,1.0
359,913561312277536769,175894647,0.0,0.0,0.666666667
360,1490633331234545673,1451308366773501962,0.0,1.0,1.0
361,1479506436065579014,819788316,0.0,0.0,1.0
362,1485429508400369664,1355706703208132609,1.0,0.0,0.666666667
363,1487429427281772545,1319637591629725702,0.0,1.0,0.666666667
364,1494682700065689611,1487078351923826700,1.0,0.0,0.666666667
365,1413202883705819136,257471662,1.0,0.0,0.75
366,1.4455930505127035e+18,1244834997997121537,0.0,0.0,1.0
367,1.4954578767851807e+18,1234291115714588672,0.0,0.0,1.0
368,1491100311913910277,1297206548805160960,0.0,0.0,0.75
369,1491207206200832001,1391670709093642240,0.0,0.0,1.0
370,1487741749179072514,1487066318813773828,1.0,1.0,
371,1470452046541189127,58049123,1.0,0.0,
372,1493854231807283200,1307152108299464706,0.0,0.0,0.666666667
373,1487963380400812032,1487506911087849472,1.0,0.0,0.666666667
374,837117140272558081,117106702,0.0,1.0,0.75
375,1493395176781459460,1429274815928705029,0.0,1.0,0.666666667
376,1494349239920607238,1484829965908680707,0.0,1.0,0.666666667
377,1481457309872234502,23025610,0.0,0.0,0.666666667
378,1484264599759339534,1211466027256578054,0.0,0.0,0.666666667
379,1493087648801607698,1478047037023305731,0.0,0.0,0.666666667
380,1495818919155838981,1461513755838365696,1.0,0.0,1.0
381,1491942835976912896,1454216808169414658,1.0,0.0,1.0
382,1473753553927823377,1473738771082395655,0.0,0.0,1.0
383,1494710094700843011,1417873696300036097,1.0,0.0,0.666666667
384,1.4712354028916122e+18,1096189821414866944,0.0,0.0,1.0
385,1483162945400061954,1483122804086251526,0.0,0.0,1.0
386,1495463290780229636,1479008952524357636,0.0,0.0,1.0
387,1493963420948856835,798646050,0.0,0.0,0.666666667
388,1466795735156809733,1456802652524740611,1.0,0.0,1.0
389,1415282200212348928,569532169,0.0,0.0,0.666666667
390,1490825537643851782,1483165059643752456,0.0,0.0,1.0
391,1487561558439911435,1429274815928705029,1.0,0.0,1.0
392,1494369371644256277,97272374,0.0,0.0,0.666666667
393,1488551209489293312,3287012310,1.0,0.0,1.0
394,1493935974895788046,171146434,1.0,0.0,
395,1479849085947494412,1478866149609771009,0.0,0.0,1.0
396,1348857760268513282,70731502,1.0,0.0,0.75
397,1.4919308432412344e+18,1487579743977455621,0.0,0.0,1.0
398,1.4945237633454817e+18,2244694633,0.0,1.0,
399,1491589526460022785,2802824965,0.0,1.0,0.666666667
400,1.4709853492330988e+18,153965542,0.0,0.0,1.0
401,1484840189595893762,1476611980870000641,0.0,0.0,1.0
402,1.4856144382543626e+18,836236953263591424,0.0,0.0,0.666666667
403,1345484107313270784,1288558164124798978,0.0,1.0,0.6
404,1.235565344359506e+18,981174005460807680,0.0,0.0,0.8
405,1462154520608358402,1355706703208132609,1.0,0.0,0.666666667
406,1492551334066802695,1487247023577477121,0.0,0.0,0.666666667
407,1493741822652436481,1482503529713569799,0.0,0.0,1.0
408,1.4911733167865487e+18,1093858768918581254,0.0,0.0,0.666666667
409,1486688935225040901,1486047295917506561,0.0,0.0,0.75
410,1.494084088575279e+18,39204230,0.0,0.0,0.666666667
411,1493353117403992072,1486836469507543041,0.0,0.0,1.0
412,1478763727134597124,1476642895696433161,0.0,0.0,1.0
413,1489645928210255872,16430347,0.0,0.0,0.666666667
414,1.4873541426958213e+18,1093858768918581254,1.0,0.0,1.0
415,1494669671726927873,16711026,0.0,0.0,1.0
416,1492147484642193412,1312126058519556100,0.0,1.0,
417,1477321606536085515,1474567329442902021,1.0,0.0,0.666666667
418,1490937864787357697,1470888426597597184,0.0,0.0,1.0
419,1492714402419818498,1440041482975526919,0.0,0.0,0.666666667
420,1480092092659486721,1019075891614355456,0.0,0.0,0.666666667
421,1494755818738171904,1486101648619577347,0.0,0.0,1.0
422,1495832680709111812,733370906,0.0,0.0,1.0
423,1488753715033128960,1098091506886471680,0.0,1.0,0.666666667
424,1492306024635809793,2467738970,0.0,0.0,0.666666667
425,1488897495589605377,1478100934823661573,0.0,0.0,1.0
426,1.4955013416444928e+18,852153937608269824,0.0,0.0,1.0
427,1018616021853310976,626035893,0.0,0.0,0.666666667
428,1485570442060517377,18197448,0.0,0.0,0.666666667
429,1.4835270994198692e+18,1482733946475618306,0.0,0.0,0.75
430,1491511834863624201,4230478553,0.0,1.0,0.75
431,1473273577650675713,1418022739349176325,1.0,0.0,0.666666667
432,1493286054870364168,1485099145732018178,0.0,0.0,1.0
433,1484647119051010050,861957887937069056,0.0,0.0,1.0
434,1478825502886539271,1462222490290249730,1.0,0.0,0.8
435,1488936253781385221,1484588698524131329,0.0,0.0,1.0
436,1460010659849150466,1290775960116224001,1.0,0.0,0.666666667
437,1490730214741135361,385261880,0.0,1.0,0.666666667
438,1494964715407167492,1403713091972571136,0.0,1.0,0.666666667
439,967146472775991296,416658756,0.0,0.0,0.666666667
440,1490667869855621122,844912812384182272,1.0,0.0,1.0
441,1472681789306990592,1328371565503803396,1.0,0.0,0.666666667
442,1.49111633196979e+18,16930125,0.0,0.0,0.666666667
443,1488845668936568832,391931445,1.0,0.0,0.666666667
444,1472713041326264321,1181159893048406017,0.0,0.0,1.0
445,1484271137613824018,1480526329481154563,0.0,1.0,0.666666667
446,1.4911296311558226e+18,2535322557,1.0,1.0,
447,1494121067333435402,1457449874438475778,1.0,0.0,1.0
448,1397584185125187584,1247418057343078400,0.0,0.0,
449,1495760992772530178,1448984253430214656,0.0,0.0,0.666666667
450,1.4954075023930696e+18,4365341849,1.0,0.0,0.666666667
451,1495809456927653893,1485423062791032832,0.0,0.0,0.666666667
452,1487149875540205572,1487089510471151626,1.0,0.0,0.6
453,1.4955824272464404e+18,1437276203312984070,0.0,0.0,1.0
454,1313365002305314816,1114421006951747584,0.0,0.0,0.666666667
455,1267952102032265217,1166379418916466695,1.0,0.0,0.666666667
456,1491545260379578377,573224955,0.0,0.0,0.666666667
457,1488237593682530305,2681048384,0.0,1.0,0.666666667
458,1159628699009978368,1945970912,0.0,0.0,0.666666667
459,1494903082886389760,20335313,0.0,0.0,1.0
460,1.4939428031472026e+18,17531651,0.0,0.0,1.0
461,569466560919638018,91002305,1.0,0.0,0.6
